presupuesto_usd,deadline_dias,tipo_servicio,infraestructura_cloud,horas_hombre
11493.9,177,App_Movil,0,628.1
11788.41,113,App_Movil,1,526.4
2004.03,157,Sitio_Web,0,126.4
23619.15,102,Plataforma_SaaS,1,949.0
7903.42,164,App_Movil,0,415.8
1663.18,83,Sitio_Web,1,83.0
3047.68,152,Sitio_Web,1,142.6
2908.49,93,Sitio_Web,0,181.1
3965.2,155,Sitio_Web,0,230.8
1648.15,63,Sitio_Web,1,81.4
2950.59,109,Sitio_Web,1,146.1
966.48,157,Sitio_Web,0,59.2
1163.67,97,Sitio_Web,1,74.8
7070.53,51,Plataforma_SaaS,0,337.0
3998.27,178,Sitio_Web,1,212.1
10220.46,94,App_Movil,0,556.7
10080.51,121,App_Movil,1,467.8
16175.07,53,Plataforma_SaaS,0,773.0
1760.21,174,Sitio_Web,0,112.6
1284.05,176,Sitio_Web,0,76.5
12124.15,141,Plataforma_SaaS,0,552.1
13767.48,56,Plataforma_SaaS,0,649.9
20613.58,90,Plataforma_SaaS,0,995.3
2526.92,97,Sitio_Web,1,131.5
1047.95,140,Sitio_Web,0,49.9
3162.26,97,App_Movil,0,173.0
8841.98,143,Plataforma_SaaS,0,429.4
6694.49,115,App_Movil,0,361.2
11398.74,63,App_Movil,0,622.8
2839.69,37,Sitio_Web,0,176.3
21432.87,27,Plataforma_SaaS,0,1028.4
2292.4,96,Sitio_Web,0,132.4
1957.33,46,Sitio_Web,0,127.9
3975.6,118,App_Movil,0,219.3
10883.4,51,App_Movil,0,573.9
3306.11,83,Sitio_Web,0,200.6
1337.98,93,Sitio_Web,1,55.4
7610.35,154,App_Movil,0,401.3
2359.6,107,Sitio_Web,1,111.5
8625.82,123,App_Movil,0,466.2
3827.8,98,Sitio_Web,1,195.1
8217.94,151,App_Movil,1,365.7
7861.96,34,App_Movil,0,420.9
961.03,175,Sitio_Web,1,43.0
1001.3,31,Sitio_Web,0,70.6
1399.51,64,Sitio_Web,0,55.4
903.91,47,Sitio_Web,1,42.1
20380.35,140,Plataforma_SaaS,1,830.7
3114.66,81,Sitio_Web,0,192.1
9449.01,44,Plataforma_SaaS,0,466.2
3475.45,140,Sitio_Web,0,188.2
4393.07,179,App_Movil,0,224.8
12421.16,81,Plataforma_SaaS,1,502.0
5240.79,148,App_Movil,0,298.5
6350.76,72,App_Movil,0,331.5
5291.97,174,App_Movil,0,281.9
2364.64,9,Sitio_Web,0,145.9
14333.34,123,Plataforma_SaaS,0,673.5
24758.25,105,Plataforma_SaaS,1,995.5
8006.67,158,Plataforma_SaaS,1,293.5
1254.98,25,Sitio_Web,1,67.7
3475.43,152,App_Movil,0,177.7
18265.14,122,Plataforma_SaaS,1,726.1
974.43,131,Sitio_Web,1,55.2
3476.61,94,Sitio_Web,1,178.3
7607.45,41,App_Movil,0,410.7
7743.07,7,App_Movil,0,427.8
17108.7,159,Plataforma_SaaS,0,804.2
1346.6,179,Sitio_Web,0,82.8
10558.43,132,Plataforma_SaaS,0,498.9
1820.22,95,Sitio_Web,0,118.4
2699.19,150,Sitio_Web,0,168.8
1472.38,153,Sitio_Web,1,80.9
9093.97,157,Plataforma_SaaS,0,453.0
11731.05,31,App_Movil,0,644.7
3197.84,22,App_Movil,1,142.3
3368.63,79,Sitio_Web,1,168.4
21184.63,135,Plataforma_SaaS,1,853.4
1751.09,48,Sitio_Web,1,88.9
9441.28,153,Plataforma_SaaS,0,460.2
4310.66,168,App_Movil,1,171.7
3031.78,86,Sitio_Web,0,200.7
8785.26,110,App_Movil,0,475.0
3304.79,152,Sitio_Web,0,182.1
11437.33,40,App_Movil,0,608.5
9227.35,95,App_Movil,0,477.0
1298.72,131,Sitio_Web,1,54.0
11381.97,51,Plataforma_SaaS,1,453.9
3495.02,140,Sitio_Web,0,224.8
4883.75,27,App_Movil,0,267.8
8305.4,128,Plataforma_SaaS,1,334.5
9329.52,76,App_Movil,1,408.5
2088.08,102,Sitio_Web,0,117.0
23560.72,111,Plataforma_SaaS,1,935.0
8852.3,54,App_Movil,0,471.0
1089.34,45,Sitio_Web,0,61.8
3833.14,37,Sitio_Web,1,188.9
11654.03,16,Plataforma_SaaS,0,556.0
6034.91,36,App_Movil,0,319.2
6620.34,24,App_Movil,1,299.3
7922.04,94,Plataforma_SaaS,1,313.7
15937.28,131,Plataforma_SaaS,0,749.0
1194.62,79,Sitio_Web,0,72.0
2083.11,21,Sitio_Web,0,123.8
1922.27,10,Sitio_Web,1,80.3
9955.56,174,App_Movil,0,531.7
3370.15,15,Sitio_Web,0,208.2
4380.72,115,App_Movil,1,185.8
13597.92,143,Plataforma_SaaS,0,640.3
13720.36,160,Plataforma_SaaS,0,655.3
1284.51,138,Sitio_Web,0,83.3
21372.16,22,Plataforma_SaaS,1,873.0
3063.13,149,Sitio_Web,0,190.4
10426.87,105,Plataforma_SaaS,0,511.3
1973.51,127,Sitio_Web,1,102.1
1138.58,58,Sitio_Web,0,61.5
18307.72,75,Plataforma_SaaS,0,885.3
1188.39,11,Sitio_Web,0,70.4
3954.99,26,Sitio_Web,0,241.1
10026.14,85,App_Movil,0,532.0
6512.15,152,App_Movil,0,356.3
8207.08,117,App_Movil,0,442.0
11202.08,8,App_Movil,0,607.2
7986.89,99,App_Movil,1,358.6
1358.4,19,Sitio_Web,1,65.1
2011.85,10,Sitio_Web,1,105.4
3498.06,176,Sitio_Web,1,170.8
18595.83,115,Plataforma_SaaS,0,876.7
8856.52,80,App_Movil,1,379.8
10801.39,101,App_Movil,0,585.1
11045.76,111,App_Movil,1,492.6
23556.27,14,Plataforma_SaaS,1,925.0
1103.52,73,Sitio_Web,1,56.2
7897.13,116,App_Movil,1,354.4
9664.59,15,App_Movil,0,516.9
9812.34,123,App_Movil,0,532.3
2741.49,17,Sitio_Web,0,177.6
10002.17,105,Plataforma_SaaS,0,493.0
21353.57,48,Plataforma_SaaS,0,1026.4
9481.0,147,App_Movil,1,425.8
3775.22,170,App_Movil,1,171.5
15348.58,126,Plataforma_SaaS,0,739.8
4565.8,147,App_Movil,1,202.8
1879.93,18,Sitio_Web,1,95.7
3162.73,43,App_Movil,1,126.6
6602.97,80,App_Movil,1,297.9
7948.89,79,App_Movil,0,434.0
8576.24,58,App_Movil,1,381.0
18942.83,136,Plataforma_SaaS,1,756.8
22053.24,62,Plataforma_SaaS,0,1047.4
4939.17,66,App_Movil,0,254.2
1185.54,29,Sitio_Web,1,61.4
22327.67,109,Plataforma_SaaS,0,1064.4
9819.03,46,Plataforma_SaaS,1,375.0
3919.23,70,Sitio_Web,1,184.8
22165.69,91,Plataforma_SaaS,0,1054.3
16015.78,157,Plataforma_SaaS,0,776.5
11832.79,163,App_Movil,1,534.3
3876.39,95,App_Movil,0,200.6
1769.81,37,Sitio_Web,0,100.3
2842.32,26,Sitio_Web,0,183.7
1920.02,136,Sitio_Web,0,124.6
23710.71,159,Plataforma_SaaS,1,937.2
1010.0,19,Sitio_Web,0,72.2
2558.12,128,Sitio_Web,1,127.1
2690.77,109,Sitio_Web,0,169.4
8874.55,112,App_Movil,0,477.6
11601.99,125,Plataforma_SaaS,1,475.9
1966.61,76,Sitio_Web,1,86.7
3499.78,105,Sitio_Web,0,207.4
4754.48,88,App_Movil,0,268.9
10441.81,81,App_Movil,0,539.9
2600.5,124,Sitio_Web,0,155.6
9859.69,90,App_Movil,1,439.8
3083.54,75,Sitio_Web,0,191.9
1464.04,65,Sitio_Web,0,98.5
8119.31,132,App_Movil,0,445.7
10809.51,117,App_Movil,1,488.8
14778.09,68,Plataforma_SaaS,1,591.5
3893.09,150,Sitio_Web,0,230.2
7069.94,134,App_Movil,1,320.2
4285.07,111,App_Movil,0,246.0
2046.19,74,Sitio_Web,0,114.5
11565.32,21,App_Movil,1,516.4
1823.11,41,Sitio_Web,1,90.4
22625.77,20,Plataforma_SaaS,1,915.0
3620.0,108,Sitio_Web,0,219.4
6151.68,106,App_Movil,0,342.0
1066.42,13,Sitio_Web,1,63.7
20042.04,36,Plataforma_SaaS,0,967.9
5803.61,55,App_Movil,0,302.8
10046.31,150,App_Movil,0,559.1
2216.5,117,Sitio_Web,1,124.9
7367.4,78,App_Movil,0,398.5
3289.31,86,Sitio_Web,0,183.5
13882.54,89,Plataforma_SaaS,1,539.7
2218.01,48,Sitio_Web,0,135.6
2003.81,23,Sitio_Web,0,113.2
1975.49,179,Sitio_Web,0,101.4
7733.52,13,App_Movil,0,401.8
10279.2,161,App_Movil,0,550.4
1957.66,16,Sitio_Web,0,119.4
16436.58,40,Plataforma_SaaS,1,671.5
9036.55,42,App_Movil,0,492.8
5424.96,159,App_Movil,1,240.3
5497.71,12,App_Movil,0,300.7
11400.72,158,App_Movil,0,618.5
9511.81,152,App_Movil,0,521.0
2647.0,140,Sitio_Web,0,158.4
2872.7,35,Sitio_Web,1,154.0
7527.39,132,Plataforma_SaaS,0,369.6
18125.85,159,Plataforma_SaaS,0,870.9
2430.43,87,Sitio_Web,1,120.3
2546.4,180,Sitio_Web,1,136.5
6234.81,158,App_Movil,1,273.4
3733.27,81,App_Movil,0,186.5
1418.69,32,Sitio_Web,1,55.8
3842.38,133,Sitio_Web,0,222.6
6678.3,121,App_Movil,0,367.2
7200.15,132,App_Movil,0,384.6
968.67,34,Sitio_Web,0,60.2
920.21,137,Sitio_Web,0,50.3
3094.98,81,Sitio_Web,0,180.8
7842.85,172,App_Movil,1,342.7
2427.86,84,Sitio_Web,0,144.8
1578.0,96,Sitio_Web,0,92.9
20405.51,27,Plataforma_SaaS,0,983.6
1338.36,60,Sitio_Web,1,69.8
4709.41,109,App_Movil,0,252.3
2274.28,65,Sitio_Web,0,121.4
1716.1,78,Sitio_Web,1,96.5
1591.88,26,Sitio_Web,1,78.7
8807.14,118,App_Movil,0,476.4
18717.49,65,Plataforma_SaaS,1,764.7
21841.31,77,Plataforma_SaaS,1,882.7
2136.67,143,Sitio_Web,1,111.3
3657.77,115,App_Movil,0,197.5
1675.73,135,Sitio_Web,1,83.7
3936.02,163,Sitio_Web,0,238.6
17732.65,62,Plataforma_SaaS,0,855.2
3071.16,41,Sitio_Web,0,201.4
823.55,129,Sitio_Web,0,74.1
2458.26,137,Sitio_Web,0,150.4
920.09,110,Sitio_Web,1,24.5
2621.54,13,Sitio_Web,0,147.8
11286.94,33,App_Movil,0,627.6
11715.77,7,App_Movil,0,639.8
16729.95,178,Plataforma_SaaS,0,807.3
15247.69,93,Plataforma_SaaS,1,608.2
3824.05,47,Sitio_Web,0,217.6
2955.55,129,Sitio_Web,0,194.1
1007.68,81,Sitio_Web,0,52.2
7191.53,48,App_Movil,0,395.6
1568.78,123,Sitio_Web,0,81.1
7228.24,167,App_Movil,1,323.1
7099.19,69,App_Movil,1,329.4
8239.3,171,App_Movil,0,442.4
6210.93,133,App_Movil,1,275.8
1325.67,139,Sitio_Web,1,66.4
16066.95,54,Plataforma_SaaS,1,629.3
21943.65,9,Plataforma_SaaS,0,1038.1
2924.84,122,Sitio_Web,0,182.6
13090.62,105,Plataforma_SaaS,0,624.1
11419.71,122,App_Movil,1,521.0
23419.74,20,Plataforma_SaaS,1,948.0
10768.27,118,Plataforma_SaaS,0,528.9
3354.76,67,App_Movil,0,164.9
3172.19,165,Sitio_Web,1,151.6
3448.35,101,Sitio_Web,1,177.8
11710.78,23,App_Movil,1,532.5
11008.53,130,App_Movil,1,517.9
2721.71,30,Sitio_Web,0,154.2
2496.17,122,Sitio_Web,0,161.5
7501.14,157,Plataforma_SaaS,1,303.8
11439.82,88,Plataforma_SaaS,0,532.7
7136.53,56,App_Movil,0,379.9
2811.21,85,Sitio_Web,1,143.2
2583.21,85,Sitio_Web,0,137.9
3176.44,76,Sitio_Web,1,138.1
12035.8,33,Plataforma_SaaS,0,560.1
2607.85,21,Sitio_Web,1,133.0
3793.28,56,App_Movil,0,200.0
2123.73,42,Sitio_Web,0,121.2
9751.45,14,App_Movil,1,433.0
9240.61,85,App_Movil,0,484.8
24831.57,137,Plataforma_SaaS,1,988.7
1689.25,53,Sitio_Web,1,66.3
2394.21,111,Sitio_Web,0,155.5
1854.5,104,Sitio_Web,0,128.2
14930.86,102,Plataforma_SaaS,0,693.4
22425.1,166,Plataforma_SaaS,0,1071.7
9157.88,122,App_Movil,1,408.1
10941.97,19,App_Movil,1,490.6
4831.6,7,App_Movil,1,227.4
3594.76,40,Sitio_Web,1,175.1
8075.72,85,Plataforma_SaaS,0,386.8
10997.39,84,App_Movil,1,524.7
1853.04,127,Sitio_Web,1,91.5
5831.29,99,App_Movil,1,280.1
2438.68,104,Sitio_Web,1,127.0
3810.21,88,Sitio_Web,0,223.1
3430.03,165,App_Movil,1,147.1
1927.14,159,Sitio_Web,0,115.6
10709.15,44,App_Movil,0,567.0
2067.37,20,Sitio_Web,0,115.4
1437.3,142,Sitio_Web,1,67.6
2159.34,97,Sitio_Web,1,110.9
2033.77,60,Sitio_Web,1,119.9
11238.75,136,App_Movil,1,500.9
3238.19,107,Sitio_Web,0,198.9
7546.04,95,App_Movil,1,323.3
11895.34,62,App_Movil,0,653.0
7187.5,100,App_Movil,0,370.9
8048.28,99,Plataforma_SaaS,0,394.3
5360.47,90,App_Movil,1,240.4
2195.43,91,Sitio_Web,1,108.6
1302.09,28,Sitio_Web,0,75.1
3832.21,41,Sitio_Web,0,216.9
9901.64,22,App_Movil,1,433.1
1658.52,56,Sitio_Web,0,107.9
8317.24,128,App_Movil,1,374.4
9493.04,134,App_Movil,1,424.1
3812.09,119,Sitio_Web,0,233.2
22869.44,177,Plataforma_SaaS,0,1098.7
2448.62,23,Sitio_Web,1,114.5
3278.89,86,Sitio_Web,1,188.6
8059.3,136,App_Movil,0,442.6
7974.34,138,App_Movil,1,360.1
4032.68,91,App_Movil,0,212.6
4135.24,173,App_Movil,0,232.8
2494.51,100,Sitio_Web,1,116.8
11839.51,140,Plataforma_SaaS,1,464.9
7378.66,87,Plataforma_SaaS,0,371.1
9505.55,75,App_Movil,1,428.1
903.96,75,Sitio_Web,0,46.6
8357.49,154,App_Movil,0,451.4
2525.42,22,Sitio_Web,0,160.0
3900.21,57,Sitio_Web,1,201.2
15715.84,111,Plataforma_SaaS,0,764.1
1003.52,171,Sitio_Web,0,47.7
16930.38,176,Plataforma_SaaS,0,822.1
10569.87,72,App_Movil,1,473.9
3989.92,15,Sitio_Web,1,200.4
6873.09,113,App_Movil,1,321.4
12765.38,106,Plataforma_SaaS,0,619.8
11159.88,92,App_Movil,1,505.7
10442.36,70,Plataforma_SaaS,0,481.4
8538.86,28,App_Movil,1,383.8
6651.43,168,App_Movil,1,291.5
7739.48,163,Plataforma_SaaS,0,378.6
1911.32,172,Sitio_Web,1,105.5
5387.06,116,App_Movil,0,287.9
2995.49,103,Sitio_Web,0,173.1
24078.23,24,Plataforma_SaaS,0,1171.3
11824.85,77,Plataforma_SaaS,0,561.6
3396.69,133,Sitio_Web,0,191.9
3498.24,103,App_Movil,1,149.1
16686.18,7,Plataforma_SaaS,0,795.4
1025.76,138,Sitio_Web,1,42.7
11406.3,10,App_Movil,0,624.4
20794.32,131,Plataforma_SaaS,0,976.1
2905.44,88,Sitio_Web,1,136.4
10415.07,33,App_Movil,0,561.9
2872.06,177,Sitio_Web,0,174.4
24441.0,65,Plataforma_SaaS,1,994.6
19851.24,38,Plataforma_SaaS,0,968.3
23643.85,167,Plataforma_SaaS,0,1118.9
7654.19,34,App_Movil,0,394.2
9107.16,112,Plataforma_SaaS,1,364.5
16507.2,111,Plataforma_SaaS,1,653.6
1205.99,76,Sitio_Web,1,48.4
17664.88,68,Plataforma_SaaS,1,706.8
2343.98,40,Sitio_Web,0,142.9
8603.18,93,App_Movil,0,456.2
832.15,120,Sitio_Web,1,35.4
1423.49,112,Sitio_Web,0,77.8
2372.26,62,Sitio_Web,0,138.2
11554.53,119,App_Movil,0,629.4
2027.55,19,Sitio_Web,0,110.9
6819.35,24,App_Movil,1,300.5
3087.03,119,Sitio_Web,0,181.2
2732.14,177,Sitio_Web,0,163.9
5690.34,45,App_Movil,0,310.0
14394.7,176,Plataforma_SaaS,1,596.2
1496.64,85,Sitio_Web,0,95.5
11694.19,152,App_Movil,0,637.4
9351.42,157,Plataforma_SaaS,1,371.4
6346.53,36,App_Movil,1,275.8
882.68,104,Sitio_Web,0,47.7
1509.69,64,Sitio_Web,0,83.5
21048.48,73,Plataforma_SaaS,0,1014.2
1443.76,77,Sitio_Web,0,70.1
8441.14,152,Plataforma_SaaS,0,411.1
7270.08,112,App_Movil,0,391.4
7179.45,13,Plataforma_SaaS,0,351.9
8525.79,46,Plataforma_SaaS,0,402.0
21537.27,76,Plataforma_SaaS,1,852.5
3268.71,74,Sitio_Web,1,159.4
23472.5,55,Plataforma_SaaS,1,934.6
10690.64,58,App_Movil,0,585.4
9148.58,120,App_Movil,0,502.0
3471.0,113,App_Movil,1,175.2
21091.28,35,Plataforma_SaaS,0,1007.4
22219.19,155,Plataforma_SaaS,0,1033.0
21383.48,84,Plataforma_SaaS,0,1022.3
7576.31,15,App_Movil,1,343.2
5096.12,82,App_Movil,1,236.5
10607.97,48,App_Movil,0,575.9
3126.92,134,Sitio_Web,0,182.7
3938.44,26,Sitio_Web,1,214.1
1298.22,161,Sitio_Web,0,67.6
1522.13,172,Sitio_Web,1,73.4
1477.75,78,Sitio_Web,1,63.1
3336.13,71,Sitio_Web,1,167.0
1398.1,119,Sitio_Web,0,99.8
1013.31,30,Sitio_Web,0,59.4
24974.09,134,Plataforma_SaaS,0,1197.4
3223.35,89,App_Movil,1,128.1
3472.78,69,Sitio_Web,1,170.8
6288.3,66,App_Movil,0,351.1
3493.17,105,Sitio_Web,0,207.1
16983.17,68,Plataforma_SaaS,1,676.1
23229.36,36,Plataforma_SaaS,1,940.2
3763.82,28,Sitio_Web,1,185.1
3081.88,132,App_Movil,0,179.3
8357.42,163,Plataforma_SaaS,0,388.3
11506.46,175,Plataforma_SaaS,1,467.0
9023.84,48,App_Movil,1,422.5
10994.45,104,App_Movil,0,603.8
2271.81,37,Sitio_Web,0,117.6
17925.52,164,Plataforma_SaaS,0,854.0
1403.2,118,Sitio_Web,0,81.8
21489.4,152,Plataforma_SaaS,0,1041.6
11705.95,128,App_Movil,1,513.5
5417.39,23,App_Movil,0,282.3
7453.43,44,App_Movil,1,319.4
1075.57,148,Sitio_Web,0,56.3
2589.24,116,Sitio_Web,1,116.9
2408.91,28,Sitio_Web,1,136.4
1262.2,62,Sitio_Web,0,69.3
14957.19,125,Plataforma_SaaS,0,724.9
1869.13,153,Sitio_Web,0,112.3
2469.86,63,Sitio_Web,0,148.2
17541.78,178,Plataforma_SaaS,1,695.8
7152.92,41,Plataforma_SaaS,1,293.8
20698.11,120,Plataforma_SaaS,0,995.1
19834.26,131,Plataforma_SaaS,0,953.0
1972.12,135,Sitio_Web,0,112.4
969.39,58,Sitio_Web,1,44.2
20588.79,91,Plataforma_SaaS,0,994.2
11596.58,171,App_Movil,0,628.5
1568.49,71,Sitio_Web,1,79.7
12823.44,135,Plataforma_SaaS,1,505.4
1388.2,27,Sitio_Web,0,102.7
2646.2,22,Sitio_Web,1,127.5
4393.57,129,App_Movil,0,237.0
6205.75,67,App_Movil,0,333.2
9273.12,60,App_Movil,1,436.8
2592.37,174,Sitio_Web,1,126.7
13956.33,32,Plataforma_SaaS,0,666.1
2144.8,86,Sitio_Web,0,129.9
2598.75,71,Sitio_Web,0,149.0
7105.57,106,Plataforma_SaaS,0,342.2
8413.18,80,Plataforma_SaaS,0,427.5
22862.65,177,Plataforma_SaaS,0,1100.4
8401.82,23,Plataforma_SaaS,0,405.9
9361.23,127,App_Movil,1,414.1
11280.34,29,App_Movil,1,524.7
1666.19,141,Sitio_Web,1,102.7
6334.42,178,App_Movil,0,350.6
2620.55,77,Sitio_Web,1,137.6
3621.47,114,Sitio_Web,1,178.7
11477.15,85,App_Movil,1,520.4
9656.07,168,App_Movil,1,426.2
1077.18,52,Sitio_Web,1,42.6
2941.29,84,Sitio_Web,0,161.6
6692.73,22,App_Movil,0,365.5
2306.24,77,Sitio_Web,1,101.5
7884.67,102,Plataforma_SaaS,1,310.4
4719.56,153,App_Movil,1,211.8
10114.62,8,App_Movil,0,556.1
7085.63,16,App_Movil,0,376.8
12429.92,131,Plataforma_SaaS,0,607.8
2028.86,87,Sitio_Web,1,110.8
10689.6,146,App_Movil,0,566.5
9740.99,76,App_Movil,0,537.2
1671.41,156,Sitio_Web,0,97.4
9115.03,38,Plataforma_SaaS,0,432.5
11535.97,111,Plataforma_SaaS,1,458.6
11286.81,90,App_Movil,1,507.9
17468.6,135,Plataforma_SaaS,1,694.6
16602.64,64,Plataforma_SaaS,0,788.5
8367.54,152,App_Movil,1,369.0
13588.51,140,Plataforma_SaaS,0,653.6
10263.96,51,App_Movil,1,460.3
7709.58,103,App_Movil,0,421.6
4050.73,29,App_Movil,0,219.3
9323.17,29,Plataforma_SaaS,1,373.7
2517.95,160,Sitio_Web,1,131.8
23858.26,141,Plataforma_SaaS,0,1159.4
12550.34,85,Plataforma_SaaS,1,516.6
3582.53,50,Sitio_Web,0,228.4
20753.72,33,Plataforma_SaaS,0,1004.9
1593.0,32,Sitio_Web,0,116.4
916.29,103,Sitio_Web,0,59.4
3916.63,42,App_Movil,0,214.8
3131.18,115,Sitio_Web,0,210.3
10594.06,61,Plataforma_SaaS,0,481.3
13682.88,75,Plataforma_SaaS,1,545.2
7515.29,67,App_Movil,0,418.4
3121.5,136,Sitio_Web,1,165.9
1162.34,61,Sitio_Web,0,95.4
6657.3,128,App_Movil,1,300.7
15731.31,103,Plataforma_SaaS,0,750.8
7867.44,86,App_Movil,0,421.5
3418.75,93,Sitio_Web,0,208.3
4545.1,44,App_Movil,0,261.7
10270.48,125,App_Movil,0,570.9
19471.81,84,Plataforma_SaaS,1,778.3
2578.79,163,Sitio_Web,1,131.5
19591.5,160,Plataforma_SaaS,1,777.5
6708.16,41,App_Movil,1,296.8
9491.16,85,Plataforma_SaaS,0,466.0
2930.45,73,Sitio_Web,0,191.8
7722.05,93,App_Movil,0,410.0
18508.75,163,Plataforma_SaaS,0,890.8
1881.6,40,Sitio_Web,0,110.5
23323.6,103,Plataforma_SaaS,0,1128.2
8286.33,175,App_Movil,0,443.6
1073.29,175,Sitio_Web,0,45.1
2239.37,157,Sitio_Web,1,122.0
9807.2,77,App_Movil,1,438.3
3341.23,9,Sitio_Web,0,198.5
7451.37,64,App_Movil,1,339.7
3663.19,38,Sitio_Web,1,186.7
5409.02,37,App_Movil,0,296.6
2113.92,88,Sitio_Web,0,110.5
23174.74,49,Plataforma_SaaS,0,1118.0
23132.62,141,Plataforma_SaaS,1,906.2
19342.83,111,Plataforma_SaaS,1,781.4
10730.82,7,App_Movil,0,590.6
1084.07,67,Sitio_Web,0,51.4
22569.91,20,Plataforma_SaaS,0,1086.6
1825.98,12,Sitio_Web,0,120.1
1370.66,109,Sitio_Web,0,77.7
1565.98,16,Sitio_Web,1,85.0
6761.72,77,App_Movil,1,276.4
11521.46,96,Plataforma_SaaS,1,471.8
5885.11,164,App_Movil,1,265.1
4214.81,155,App_Movil,1,187.1
1747.77,132,Sitio_Web,0,114.7
17301.11,103,Plataforma_SaaS,1,709.3
6976.68,80,App_Movil,0,381.6
6120.47,121,App_Movil,1,291.5
3188.65,176,Sitio_Web,0,175.8
23083.18,57,Plataforma_SaaS,1,930.0
9811.1,62,App_Movil,0,528.5
1862.4,47,Sitio_Web,0,103.9
3182.21,38,Sitio_Web,0,171.6
4367.82,21,App_Movil,0,242.0
4172.86,68,App_Movil,1,196.5
1906.01,161,Sitio_Web,1,108.7
21538.64,34,Plataforma_SaaS,0,1045.6
1588.31,70,Sitio_Web,0,87.6
3569.28,136,App_Movil,0,205.6
9370.77,133,Plataforma_SaaS,0,463.8
10728.7,42,App_Movil,0,576.7
8704.05,120,App_Movil,1,392.0
1610.24,19,Sitio_Web,0,87.3
2576.95,21,Sitio_Web,0,169.4
16496.43,95,Plataforma_SaaS,0,776.7
8898.92,28,App_Movil,0,485.9
11197.38,80,Plataforma_SaaS,0,531.5
3566.09,31,Sitio_Web,1,167.2
1789.98,107,Sitio_Web,0,88.7
3021.22,177,Sitio_Web,0,179.1
3145.12,123,App_Movil,0,157.2
1992.5,172,Sitio_Web,0,120.1
13330.78,47,Plataforma_SaaS,0,657.6
7891.36,179,App_Movil,1,357.1
8309.25,94,Plataforma_SaaS,1,352.3
3328.42,174,Sitio_Web,0,189.9
10920.05,116,Plataforma_SaaS,0,511.4
19186.68,126,Plataforma_SaaS,0,910.7
21457.82,103,Plataforma_SaaS,0,1029.3
17113.79,151,Plataforma_SaaS,1,711.8
20335.9,63,Plataforma_SaaS,1,796.8
8956.74,136,App_Movil,0,489.9
1937.7,102,Sitio_Web,0,109.3
3388.35,127,Sitio_Web,0,201.1
12304.62,68,Plataforma_SaaS,1,479.6
8140.92,143,App_Movil,1,375.1
20417.16,74,Plataforma_SaaS,0,979.6
6410.6,87,App_Movil,0,357.0
1768.86,23,Sitio_Web,1,90.2
2269.91,123,Sitio_Web,0,116.9
10361.67,56,App_Movil,0,570.5
11369.3,118,App_Movil,0,593.8
2544.27,100,Sitio_Web,1,108.5
8953.2,174,App_Movil,0,474.3
3690.48,91,Sitio_Web,0,212.4
3886.92,155,App_Movil,1,188.9
1542.65,152,Sitio_Web,0,90.8
19760.2,163,Plataforma_SaaS,0,961.0
3435.98,158,Sitio_Web,0,200.5
10713.26,80,App_Movil,0,581.7
2128.34,115,Sitio_Web,1,111.2
1085.89,151,Sitio_Web,0,72.1
2200.9,24,Sitio_Web,0,127.4
5076.61,48,App_Movil,0,270.4
5620.77,107,App_Movil,1,250.0
3271.26,51,Sitio_Web,1,147.0
3679.74,88,App_Movil,0,197.9
21896.46,23,Plataforma_SaaS,0,1047.2
14698.04,79,Plataforma_SaaS,1,593.7
2707.4,20,Sitio_Web,0,163.4
3806.87,163,App_Movil,1,184.7
1879.55,138,Sitio_Web,1,94.7
1087.04,88,Sitio_Web,1,48.7
24307.79,154,Plataforma_SaaS,0,1167.4
3383.24,126,Sitio_Web,0,210.2
7136.69,126,App_Movil,1,303.4
5012.42,53,App_Movil,0,263.5
11401.1,113,App_Movil,0,608.7
6101.37,114,App_Movil,1,278.7
1315.15,15,Sitio_Web,1,71.0
2602.13,85,Sitio_Web,0,157.1
11493.97,161,App_Movil,0,595.9
812.26,21,Sitio_Web,0,32.2
1562.0,25,Sitio_Web,1,75.7
3803.03,96,Sitio_Web,1,185.1
1347.48,32,Sitio_Web,0,80.9
1162.38,160,Sitio_Web,0,65.0
2624.6,160,Sitio_Web,1,146.5
10756.59,180,App_Movil,0,557.9
7293.99,98,App_Movil,0,396.9
24902.16,88,Plataforma_SaaS,1,1004.4
2973.35,137,Sitio_Web,0,185.4
1037.04,48,Sitio_Web,1,59.7
3977.06,25,Sitio_Web,0,247.9
6671.05,23,App_Movil,0,354.2
5586.62,167,App_Movil,1,240.4
2585.21,82,Sitio_Web,0,134.8
12477.54,69,Plataforma_SaaS,1,495.5
1076.66,137,Sitio_Web,0,56.8
3012.86,113,App_Movil,0,174.3
7046.25,55,App_Movil,0,377.6
22063.54,61,Plataforma_SaaS,0,1048.7
8150.84,160,App_Movil,0,428.3
24985.73,105,Plataforma_SaaS,0,1219.2
1717.91,58,Sitio_Web,0,102.9
12048.19,106,Plataforma_SaaS,0,570.5
1311.2,123,Sitio_Web,1,66.8
9953.14,124,Plataforma_SaaS,1,417.1
5566.68,13,App_Movil,1,246.6
21271.12,52,Plataforma_SaaS,0,1027.9
11151.81,52,App_Movil,0,614.1
11775.78,106,App_Movil,1,511.0
5090.61,150,App_Movil,0,268.5
10931.68,158,App_Movil,0,600.9
1850.42,60,Sitio_Web,1,85.5
