id_proyecto,presupuesto_estimado,deadline_dias,cantidad_bugs,numero_desarrolladores,tipo_servicio,infraestructura_nube_previa,renovacion_contrato,horas_hombre_invertidas,fecha_entrega
PRJ-01702,37437.34,82,4,4,Sistema SaaS,Sí,No,991.4,2024-03-11
PRJ-01703,28386.21,258,8,9,Sistema SaaS,Sí,Sí,1114.3,2024-03-11
PRJ-01704,42960.64,157,6,5,Sistema SaaS,No,Sí,1180.8,2024-03-11
PRJ-01705,37963.38,241,3,8,E-commerce,No,Sí,1159.7,2024-03-12
PRJ-01706,12924.85,314,14,1,App Móvil,No,No,448.2,2024-03-12
PRJ-01707,53061.97,308,4,4,E-commerce,No,Sí,1249.3,2024-03-12
PRJ-01708,21202.86,188,7,4,Portal Web,Sí,No,644.1,2024-03-12
PRJ-01709,51469.1,262,10,2,App Móvil,Sí,Sí,1263.0,2024-03-12
PRJ-01710,53765.08,100,12,3,Sistema SaaS,No,Sí,1340.4,2024-03-12
PRJ-01711,16401.86,234,4,8,E-commerce,No,No,738.0,2024-03-12
PRJ-01712,9601.22,218,11,8,App Móvil,Sí,No,660.2,2024-03-12
PRJ-01713,63557.12,180,5,1,E-commerce,Sí,Sí,1431.3,2024-03-12
PRJ-01714,39485.03,37,12,2,E-commerce,Sí,Sí,978.8,2024-03-12
PRJ-01715,9362.28,361,9,4,Portal Web,Sí,No,478.7,2024-03-12
PRJ-01716,79614.97,129,5,6,E-commerce,No,No,1913.3,2024-03-12
PRJ-01717,9333.54,45,7,3,Sistema SaaS,Sí,No,406.1,2024-03-12
PRJ-01718,57127.64,183,12,7,App Móvil,No,Sí,1593.5,2024-03-12
PRJ-01719,78775.92,186,10,3,Sistema SaaS,No,Sí,1808.2,2024-03-12
PRJ-01720,22938.51,122,4,8,Portal Web,Sí,No,838.8,2024-03-12
PRJ-01721,15668.7,291,0,6,Portal Web,Sí,No,634.6,2024-03-12
PRJ-01722,14103.87,66,3,8,Portal Web,No,Sí,670.6,2024-03-12
PRJ-01723,27745.64,190,2,7,Portal Web,Sí,No,902.5,2024-03-12
PRJ-01724,12578.44,203,1,5,App Móvil,No,Sí,448.7,2024-03-12
PRJ-01725,56912.1,346,6,5,Portal Web,No,Sí,1382.3,2024-03-12
PRJ-01726,9671.88,47,12,3,Sistema SaaS,Sí,Sí,455.5,2024-03-12
PRJ-01727,43206.66,45,12,4,E-commerce,No,No,1210.0,2024-03-12
PRJ-01728,79752.26,299,6,8,Sistema SaaS,Sí,No,2027.8,2024-03-12
PRJ-01729,66047.77,97,14,5,E-commerce,Sí,No,1700.5,2024-03-13
PRJ-01730,51141.46,59,7,9,App Móvil,Sí,Sí,1522.6,2024-03-13
PRJ-01731,27969.02,345,14,3,App Móvil,Sí,Sí,848.6,2024-03-13
PRJ-01732,51792.19,338,9,3,Portal Web,Sí,No,1313.3,2024-03-13
PRJ-01733,44528.11,254,14,8,E-commerce,No,No,1454.0,2024-03-13
PRJ-01734,36956.25,193,4,8,E-commerce,Sí,No,1132.7,2024-03-13
PRJ-01735,14803.28,349,14,7,Portal Web,No,Sí,759.6,2024-03-13
PRJ-01736,71495.32,43,0,6,Sistema SaaS,No,Sí,1698.1,2024-03-13
PRJ-01737,38733.85,308,5,7,Sistema SaaS,No,Sí,1160.3,2024-03-13
PRJ-01738,19596.69,185,5,7,Sistema SaaS,No,Sí,760.1,2024-03-13
PRJ-01739,32581.95,151,10,6,App Móvil,No,No,1067.8,2024-03-13
PRJ-01740,36059.73,292,7,9,E-commerce,No,Sí,1216.8,2024-03-13
PRJ-01741,67065.34,199,12,5,App Móvil,Sí,Sí,1737.5,2024-03-13
PRJ-01742,60021.08,39,9,5,E-commerce,No,Sí,1505.4,2024-03-13
PRJ-01743,62697.87,201,14,6,E-commerce,No,Sí,1677.1,2024-03-13
PRJ-01744,5827.34,42,1,4,Portal Web,Sí,No,321.9,2024-03-13
PRJ-01745,36211.55,242,10,9,App Móvil,No,No,1250.6,2024-03-13
PRJ-01746,41100.81,190,8,2,Sistema SaaS,Sí,No,1003.3,2024-03-13
PRJ-01747,6439.42,261,10,3,Sistema SaaS,No,Sí,370.8,2024-03-13
PRJ-01748,24485.99,189,12,9,App Móvil,No,No,1040.9,2024-03-13
PRJ-01749,62021.74,156,5,1,Portal Web,No,No,1381.1,2024-03-13
PRJ-01750,15283.23,77,0,5,E-commerce,Sí,Sí,480.4,2024-03-13
PRJ-01751,45148.26,290,8,3,App Móvil,Sí,No,1130.2,2024-03-13
PRJ-01752,21140.14,90,7,3,Sistema SaaS,No,Sí,639.1,2024-03-13
PRJ-01753,5909.06,151,9,1,Portal Web,No,No,244.0,2024-03-14
PRJ-01754,23090.11,119,0,8,E-commerce,Sí,No,817.9,2024-03-14
PRJ-01755,78190.53,284,7,3,Portal Web,Sí,No,1741.8,2024-03-14
PRJ-01756,65115.28,119,12,4,App Móvil,No,Sí,1611.7,2024-03-14
PRJ-01757,76968.25,32,6,5,Sistema SaaS,No,No,1829.7,2024-03-14
PRJ-01758,41589.05,309,4,5,E-commerce,Sí,Sí,1104.7,2024-03-14
PRJ-01759,13230.21,146,14,2,Portal Web,No,No,569.5,2024-03-14
PRJ-01760,46096.96,127,12,7,App Móvil,No,Sí,1360.5,2024-03-14
PRJ-01761,39078.3,191,5,6,App Móvil,Sí,No,1078.5,2024-03-14
PRJ-01762,68326.78,327,3,7,Sistema SaaS,Sí,No,1742.3,2024-03-14
PRJ-01763,12356.19,326,8,3,App Móvil,No,No,366.5,2024-03-14
PRJ-01764,41618.09,111,8,8,Portal Web,Sí,Sí,1272.9,2024-03-14
PRJ-01765,16253.65,177,12,6,App Móvil,No,Sí,730.9,2024-03-14
PRJ-01766,29350.69,35,14,7,App Móvil,Sí,No,1046.5,2024-03-14
PRJ-01767,60301.78,214,9,9,Portal Web,No,Sí,1716.7,2024-03-14
PRJ-01768,40701.36,281,13,8,App Móvil,No,No,1313.8,2024-03-14
PRJ-01769,33191.62,54,0,8,Sistema SaaS,Sí,Sí,980.3,2024-03-14
PRJ-01770,34585.72,70,11,3,E-commerce,No,No,974.2,2024-03-14
PRJ-01771,39458.51,198,8,1,E-commerce,Sí,Sí,946.6,2024-03-14
PRJ-01772,63876.24,32,2,1,App Móvil,No,No,1321.8,2024-03-14
PRJ-01773,71906.35,200,11,2,Sistema SaaS,Sí,Sí,1646.6,2024-03-14
PRJ-01774,76650.1,86,1,8,App Móvil,Sí,Sí,1951.4,2024-03-14
PRJ-01775,64017.75,112,3,6,App Móvil,Sí,Sí,1597.6,2024-03-14
PRJ-01776,28655.52,359,3,6,App Móvil,Sí,No,879.1,2024-03-14
PRJ-01777,56610.1,208,8,1,App Móvil,Sí,Sí,1313.6,2024-03-15
PRJ-01778,37820.23,162,3,2,E-commerce,Sí,Sí,841.9,2024-03-15
PRJ-01779,24100.3,115,4,5,App Móvil,Sí,Sí,704.2,2024-03-15
PRJ-01780,68065.37,300,5,3,App Móvil,Sí,Sí,1560.5,2024-03-15
PRJ-01781,7881.98,123,3,2,App Móvil,Sí,Sí,304.6,2024-03-15
PRJ-01782,72632.15,279,0,9,E-commerce,Sí,Sí,1814.9,2024-03-15
PRJ-01783,39610.81,324,12,7,Sistema SaaS,Sí,No,1218.7,2024-03-15
PRJ-01784,52790.11,227,1,1,Sistema SaaS,Sí,Sí,1132.6,2024-03-15
PRJ-01785,54451.54,108,2,1,Sistema SaaS,Sí,No,1129.2,2024-03-15
PRJ-01786,72133.83,195,3,3,Sistema SaaS,Sí,No,1607.3,2024-03-15
PRJ-01787,52750.23,68,4,6,Sistema SaaS,No,Sí,1378.3,2024-03-15
PRJ-01788,51045.02,337,12,2,Portal Web,No,No,1278.8,2024-03-15
PRJ-01789,9998.9,243,9,8,App Móvil,No,Sí,660.3,2024-03-15
PRJ-01790,43880.6,160,9,4,App Móvil,No,Sí,1177.9,2024-03-15
PRJ-01791,16262.68,186,2,8,Sistema SaaS,Sí,No,678.3,2024-03-15
PRJ-01792,60307.53,188,10,7,Portal Web,No,No,1655.9,2024-03-15
PRJ-01793,43416.64,351,0,2,E-commerce,No,Sí,935.6,2024-03-15
PRJ-01794,56017.08,256,10,9,Portal Web,Sí,Sí,1610.8,2024-03-15
PRJ-01795,8125.47,74,10,5,App Móvil,Sí,Sí,559.1,2024-03-15
PRJ-01796,11359.4,230,14,6,Sistema SaaS,Sí,Sí,710.9,2024-03-15
PRJ-01797,58724.25,51,7,2,Portal Web,No,Sí,1352.2,2024-03-15
PRJ-01798,10406.33,271,7,3,E-commerce,No,No,465.8,2024-03-15
PRJ-01799,10344.25,258,12,8,Sistema SaaS,No,No,702.7,2024-03-15
PRJ-01800,5908.14,267,3,5,E-commerce,No,Sí,375.8,2024-03-15
PRJ-01801,76737.6,178,14,1,Sistema SaaS,Sí,Sí,1743.3,2024-03-16
PRJ-01802,60313.13,302,6,9,App Móvil,No,No,1660.4,2024-03-16
PRJ-01803,31493.86,96,14,1,Sistema SaaS,No,Sí,784.3,2024-03-16
PRJ-01804,27240.17,36,3,9,Sistema SaaS,No,Sí,978.1,2024-03-16
PRJ-01805,31227.74,262,13,6,Sistema SaaS,No,No,1083.1,2024-03-16
PRJ-01806,63099.01,321,2,7,Sistema SaaS,No,Sí,1607.9,2024-03-16
PRJ-01807,54602.8,285,6,1,Portal Web,Sí,Sí,1229.4,2024-03-16
PRJ-01808,18889.67,96,13,1,Portal Web,Sí,Sí,588.6,2024-03-16
PRJ-01809,18058.2,279,5,5,Portal Web,Sí,Sí,625.0,2024-03-16
PRJ-01810,12379.67,106,0,2,Sistema SaaS,No,No,343.8,2024-03-16
PRJ-01811,54522.7,116,8,5,E-commerce,No,Sí,1403.1,2024-03-16
PRJ-01812,62327.95,281,11,5,Portal Web,Sí,Sí,1577.0,2024-03-16
PRJ-01813,24878.48,251,1,6,App Móvil,No,Sí,802.6,2024-03-16
PRJ-01814,6570.87,101,12,9,Portal Web,Sí,Sí,647.8,2024-03-16
PRJ-01815,11162.88,231,2,6,Portal Web,Sí,Sí,500.8,2024-03-16
PRJ-01816,77589.5,88,4,1,App Móvil,No,No,1700.2,2024-03-16
PRJ-01817,27158.36,305,14,5,App Móvil,No,Sí,953.7,2024-03-16
PRJ-01818,62691.74,250,2,2,E-commerce,Sí,No,1374.0,2024-03-16
PRJ-01819,51849.77,186,2,8,Sistema SaaS,Sí,Sí,1366.7,2024-03-16
PRJ-01820,33645.47,210,7,7,App Móvil,No,Sí,1069.0,2024-03-16
PRJ-01821,20426.54,242,13,6,E-commerce,No,Sí,805.4,2024-03-16
PRJ-01822,14103.98,158,3,2,Sistema SaaS,Sí,No,406.1,2024-03-16
PRJ-01823,51125.97,272,12,3,App Móvil,No,No,1296.8,2024-03-16
PRJ-01824,63097.53,201,12,9,E-commerce,Sí,No,1789.5,2024-03-16
PRJ-01825,53292.82,299,9,9,E-commerce,Sí,Sí,1608.2,2024-03-17
PRJ-01826,44772.66,192,1,7,Portal Web,No,No,1246.3,2024-03-17
PRJ-01827,8146.34,53,4,2,App Móvil,Sí,Sí,272.8,2024-03-17
PRJ-01828,77636.66,222,1,7,Sistema SaaS,No,No,1919.1,2024-03-17
PRJ-01829,64903.56,323,9,1,E-commerce,Sí,No,1422.3,2024-03-17
PRJ-01830,26961.65,158,10,9,Portal Web,No,No,1105.8,2024-03-17
PRJ-01831,78497.77,70,11,9,E-commerce,No,Sí,2101.7,2024-03-17
PRJ-01832,50141.12,60,7,6,Sistema SaaS,No,Sí,1346.8,2024-03-17
PRJ-01833,48681.7,65,14,1,E-commerce,No,No,1223.9,2024-03-17
PRJ-01834,61105.49,282,2,8,Portal Web,Sí,Sí,1602.0,2024-03-17
PRJ-01835,65882.73,244,13,6,Sistema SaaS,Sí,No,1771.1,2024-03-17
PRJ-01836,54235.9,316,1,9,App Móvil,No,No,1469.2,2024-03-17
PRJ-01837,14607.18,285,2,9,Portal Web,Sí,No,721.9,2024-03-17
PRJ-01838,30370.06,215,2,7,Sistema SaaS,Sí,No,958.3,2024-03-17
PRJ-01839,74606.27,90,0,4,E-commerce,Sí,Sí,1702.0,2024-03-17
PRJ-01840,21846.17,291,2,1,Portal Web,No,Sí,523.7,2024-03-17
PRJ-01841,32912.53,305,2,3,Sistema SaaS,Sí,No,818.4,2024-03-17
PRJ-01842,37405.77,140,3,6,Sistema SaaS,No,No,1066.0,2024-03-17
PRJ-01843,37955.37,346,12,1,Portal Web,No,Sí,929.9,2024-03-17
PRJ-01844,50970.47,170,7,4,Sistema SaaS,No,Sí,1298.5,2024-03-17
PRJ-01845,75730.69,262,8,8,Sistema SaaS,Sí,Sí,1982.6,2024-03-17
PRJ-01846,23051.95,52,0,8,E-commerce,Sí,No,801.6,2024-03-17
PRJ-01847,14112.6,108,0,6,App Móvil,No,Sí,555.3,2024-03-17
PRJ-01848,19810.29,60,5,6,App Móvil,No,No,745.5,2024-03-17
PRJ-01849,71519.37,33,0,3,Portal Web,No,Sí,1626.5,2024-03-18
PRJ-01850,53435.81,147,11,7,Portal Web,Sí,No,1545.4,2024-03-18
PRJ-01851,26443.01,95,4,8,Sistema SaaS,Sí,Sí,942.5,2024-03-18
PRJ-01852,66196.02,316,13,2,App Móvil,Sí,No,1577.0,2024-03-18
PRJ-01853,69602.75,205,11,5,E-commerce,Sí,No,1745.4,2024-03-18
PRJ-01854,68488.58,152,0,6,E-commerce,No,Sí,1642.6,2024-03-18
PRJ-01855,73919.49,260,12,1,App Móvil,No,No,1686.8,2024-03-18
PRJ-01856,23918.08,72,7,5,Portal Web,No,No,806.2,2024-03-18
PRJ-01857,61628.14,33,11,3,App Móvil,Sí,Sí,1497.4,2024-03-18
PRJ-01858,39540.46,219,4,3,Portal Web,No,No,946.3,2024-03-18
PRJ-01859,68149.89,333,5,6,E-commerce,Sí,No,1687.6,2024-03-18
PRJ-01860,59636.8,279,3,1,Sistema SaaS,Sí,No,1252.8,2024-03-18
PRJ-01861,63233.56,173,14,5,Sistema SaaS,No,Sí,1627.3,2024-03-18
PRJ-01862,54212.14,362,12,5,E-commerce,No,No,1468.5,2024-03-18
PRJ-01863,18307.16,187,7,5,App Móvil,No,No,683.8,2024-03-18
PRJ-01864,45877.02,94,11,3,App Móvil,No,No,1161.6,2024-03-18
PRJ-01865,78850.23,354,8,6,App Móvil,No,No,1934.9,2024-03-18
PRJ-01866,75304.1,299,8,1,App Móvil,Sí,No,1654.8,2024-03-18
PRJ-01867,8238.03,104,0,1,App Móvil,No,Sí,216.2,2024-03-18
PRJ-01868,17361.11,58,13,2,Portal Web,No,Sí,604.2,2024-03-18
PRJ-01869,14879.66,364,6,4,App Móvil,Sí,No,530.5,2024-03-18
PRJ-01870,59448.49,267,3,9,App Móvil,Sí,Sí,1638.9,2024-03-18
PRJ-01871,66333.9,182,12,8,App Móvil,No,Sí,1829.5,2024-03-18
PRJ-01872,21013.35,123,12,2,Sistema SaaS,Sí,Sí,673.6,2024-03-18
PRJ-01873,42938.95,266,9,1,Sistema SaaS,No,No,1038.7,2024-03-19
PRJ-01874,68052.73,351,10,4,App Móvil,No,Sí,1736.8,2024-03-19
PRJ-01875,59960.12,144,7,5,App Móvil,No,No,1540.9,2024-03-19
PRJ-01876,45667.79,325,14,2,Portal Web,Sí,Sí,1174.5,2024-03-19
PRJ-01877,49276.08,248,6,6,Sistema SaaS,Sí,No,1326.6,2024-03-19
PRJ-01878,43127.04,275,0,8,E-commerce,No,No,1199.1,2024-03-19
PRJ-01879,27316.13,61,0,5,Sistema SaaS,Sí,No,748.5,2024-03-19
PRJ-01880,47376.65,49,0,4,App Móvil,No,No,1134.3,2024-03-19
PRJ-01881,56666.4,82,1,7,Sistema SaaS,No,No,1467.9,2024-03-19
PRJ-01882,70499.22,235,9,5,App Móvil,No,No,1809.9,2024-03-19
PRJ-01883,52721.85,248,1,8,Sistema SaaS,No,No,1408.2,2024-03-19
PRJ-01884,62084.12,224,8,7,Sistema SaaS,Sí,Sí,1631.9,2024-03-19
PRJ-01885,17005.37,334,4,5,Sistema SaaS,Sí,Sí,619.4,2024-03-19
PRJ-01886,39616.81,224,0,8,App Móvil,No,No,1139.7,2024-03-19
PRJ-01887,5699.87,111,6,1,E-commerce,Sí,No,240.7,2024-03-19
PRJ-01888,23500.91,30,9,8,App Móvil,Sí,Sí,926.2,2024-03-19
PRJ-01889,59484.63,196,1,3,E-commerce,Sí,No,1329.6,2024-03-19
PRJ-01890,79385.75,346,2,1,E-commerce,Sí,Sí,1667.5,2024-03-19
PRJ-01891,12438.36,212,3,9,E-commerce,No,No,675.6,2024-03-19
PRJ-01892,35112.07,302,2,6,E-commerce,Sí,No,987.2,2024-03-19
PRJ-01893,65005.32,186,2,8,E-commerce,No,No,1697.3,2024-03-19
PRJ-01894,20302.67,230,8,4,Portal Web,Sí,Sí,683.2,2024-03-19
PRJ-01895,46631.37,221,11,2,E-commerce,Sí,No,1138.6,2024-03-19
PRJ-01896,59980.35,328,14,6,Portal Web,Sí,No,1625.6,2024-03-19
PRJ-01897,51198.91,105,3,2,App Móvil,No,Sí,1176.0,2024-03-20
PRJ-01898,19101.86,169,7,1,App Móvil,No,Sí,518.8,2024-03-20
PRJ-01899,31653.84,335,0,7,Portal Web,No,Sí,939.0,2024-03-20
PRJ-01900,63784.38,225,12,7,Sistema SaaS,No,No,1756.3,2024-03-20
PRJ-01901,46566.99,90,5,6,E-commerce,No,No,1272.2,2024-03-20
PRJ-01902,5392.22,336,14,2,Portal Web,No,Sí,399.7,2024-03-20
PRJ-01903,62074.31,362,0,5,App Móvil,No,No,1488.6,2024-03-20
PRJ-01904,7648.35,112,4,1,App Móvil,Sí,Sí,275.1,2024-03-20
PRJ-01905,60930.03,363,6,2,App Móvil,Sí,No,1372.1,2024-03-20
PRJ-01906,20186.04,34,12,5,App Móvil,Sí,No,750.5,2024-03-20
PRJ-01907,76855.51,248,11,5,Portal Web,No,No,1913.4,2024-03-20
PRJ-01908,32595.56,283,0,7,Sistema SaaS,No,Sí,986.4,2024-03-20
PRJ-01909,29519.87,117,8,5,App Móvil,Sí,Sí,908.8,2024-03-20
PRJ-01910,16166.6,238,11,6,Sistema SaaS,No,Sí,699.2,2024-03-20
PRJ-01911,27920.32,209,10,2,E-commerce,No,Sí,776.1,2024-03-20
PRJ-01912,70748.81,237,8,5,Sistema SaaS,Sí,Sí,1745.7,2024-03-20
PRJ-01913,79725.08,302,5,8,App Móvil,Sí,Sí,1980.6,2024-03-20
PRJ-01914,32623.21,94,14,1,Portal Web,Sí,Sí,874.8,2024-03-20
PRJ-01915,38645.8,50,13,7,E-commerce,Sí,Sí,1272.7,2024-03-20
PRJ-01916,59155.32,206,1,8,Portal Web,No,Sí,1522.3,2024-03-20
PRJ-01917,71464.68,51,1,5,Portal Web,No,Sí,1679.5,2024-03-20
PRJ-01918,49478.33,354,8,4,Sistema SaaS,Sí,No,1298.3,2024-03-20
PRJ-01919,34364.43,65,12,1,Sistema SaaS,Sí,Sí,910.6,2024-03-20
PRJ-01920,35946.64,279,13,9,Sistema SaaS,Sí,Sí,1233.1,2024-03-20
PRJ-01921,57171.36,178,13,2,App Móvil,No,No,1416.6,2024-03-21
PRJ-01922,5241.37,102,3,5,E-commerce,No,No,358.0,2024-03-21
PRJ-01923,51469.2,120,14,7,Sistema SaaS,No,No,1501.6,2024-03-21
PRJ-01924,31661.98,205,5,8,App Móvil,Sí,Sí,1116.0,2024-03-21
PRJ-01925,64564.8,155,12,4,Portal Web,Sí,Sí,1620.8,2024-03-21
PRJ-01926,11974.3,233,9,1,E-commerce,Sí,Sí,382.9,2024-03-21
PRJ-01927,49115.17,275,1,7,Portal Web,No,No,1329.3,2024-03-21
PRJ-01928,41072.97,128,14,9,Sistema SaaS,No,Sí,1436.6,2024-03-21
PRJ-01929,53174.41,300,3,1,E-commerce,Sí,No,1148.8,2024-03-21
PRJ-01930,9864.02,73,1,1,App Móvil,No,No,240.9,2024-03-21
PRJ-01931,48498.78,251,14,7,E-commerce,Sí,No,1455.3,2024-03-21
PRJ-01932,47111.34,126,2,9,E-commerce,No,Sí,1398.5,2024-03-21
PRJ-01933,47049.51,65,1,5,E-commerce,Sí,No,1170.2,2024-03-21
PRJ-01934,50261.57,197,13,4,Sistema SaaS,No,Sí,1368.5,2024-03-21
PRJ-01935,55735.1,59,7,6,Portal Web,No,Sí,1465.2,2024-03-21
PRJ-01936,65374.17,311,4,9,Portal Web,No,No,1714.1,2024-03-21
PRJ-01937,25236.55,114,4,2,Sistema SaaS,Sí,No,680.7,2024-03-21
PRJ-01938,66878.71,150,7,5,Sistema SaaS,No,No,1655.0,2024-03-21
PRJ-01939,42369.18,316,10,4,Portal Web,No,Sí,1173.7,2024-03-21
PRJ-01940,10779.37,277,14,3,Sistema SaaS,No,No,526.1,2024-03-21
PRJ-01941,9391.32,213,7,5,Sistema SaaS,No,No,497.8,2024-03-21
PRJ-01942,30067.87,282,12,7,Sistema SaaS,Sí,Sí,1078.8,2024-03-21
PRJ-01943,63867.27,302,6,3,Sistema SaaS,Sí,No,1480.5,2024-03-21
PRJ-01944,58076.07,238,4,3,Portal Web,Sí,No,1389.9,2024-03-21
PRJ-01945,64146.12,53,6,6,App Móvil,No,No,1624.2,2024-03-22
PRJ-01946,43795.18,151,12,5,App Móvil,No,Sí,1290.4,2024-03-22
PRJ-01947,38014.92,254,0,3,Portal Web,No,Sí,910.4,2024-03-22
PRJ-01948,16058.94,152,2,1,E-commerce,No,Sí,330.6,2024-03-22
PRJ-01949,29614.46,323,14,2,E-commerce,No,Sí,825.5,2024-03-22
PRJ-01950,37551.45,202,2,3,App Móvil,No,Sí,931.3,2024-03-22
PRJ-01951,11645.03,172,1,4,Portal Web,Sí,No,401.9,2024-03-22
PRJ-01952,21545.9,198,5,5,App Móvil,No,No,682.0,2024-03-22
PRJ-01953,49866.9,86,2,9,E-commerce,Sí,Sí,1458.4,2024-03-22
PRJ-01954,60174.73,71,14,4,App Móvil,Sí,No,1511.8,2024-03-22
PRJ-01955,79876.06,338,3,9,App Móvil,Sí,No,2058.0,2024-03-22
PRJ-01956,74983.5,148,2,5,App Móvil,No,Sí,1739.6,2024-03-22
PRJ-01957,53192.39,150,6,3,E-commerce,No,No,1288.4,2024-03-22
PRJ-01958,36593.6,341,3,7,E-commerce,Sí,Sí,1089.5,2024-03-22
PRJ-01959,52713.3,280,4,8,Portal Web,Sí,No,1410.4,2024-03-22
PRJ-01960,63923.87,361,13,9,Sistema SaaS,Sí,Sí,1831.6,2024-03-22
PRJ-01961,13875.21,211,6,9,E-commerce,No,Sí,748.4,2024-03-22
PRJ-01962,35742.87,194,3,6,Sistema SaaS,No,No,1031.1,2024-03-22
PRJ-01963,67985.17,293,13,9,App Móvil,Sí,Sí,1928.7,2024-03-22
PRJ-01964,33787.47,239,5,3,Sistema SaaS,No,No,864.6,2024-03-22
PRJ-01965,47890.42,40,8,2,Portal Web,Sí,Sí,1115.5,2024-03-22
PRJ-01966,49082.7,211,14,5,App Móvil,No,Sí,1386.7,2024-03-22
PRJ-01967,18835.72,280,5,7,Portal Web,Sí,Sí,773.5,2024-03-22
PRJ-01968,32167.66,167,4,7,Sistema SaaS,Sí,Sí,1014.6,2024-03-22
PRJ-01969,30088.35,247,14,6,App Móvil,Sí,Sí,1034.3,2024-03-23
PRJ-01970,6964.75,268,14,3,E-commerce,Sí,No,433.0,2024-03-23
PRJ-01971,6814.38,116,11,6,Sistema SaaS,No,No,515.3,2024-03-23
PRJ-01972,67377.28,327,13,1,Sistema SaaS,No,No,1554.8,2024-03-23
PRJ-01973,25480.31,322,12,3,App Móvil,No,Sí,793.4,2024-03-23
PRJ-01974,43855.91,121,0,2,App Móvil,Sí,Sí,988.0,2024-03-23
PRJ-01975,27404.42,237,7,4,Portal Web,No,No,796.5,2024-03-23
PRJ-01976,75550.94,233,4,8,E-commerce,Sí,No,1922.0,2024-03-23
PRJ-01977,24447.26,215,4,3,Sistema SaaS,Sí,Sí,639.0,2024-03-23
PRJ-01978,37224.26,114,2,6,E-commerce,No,Sí,1030.0,2024-03-23
PRJ-01979,70454.77,344,9,1,E-commerce,Sí,No,1548.1,2024-03-23
PRJ-01980,68145.02,181,11,4,E-commerce,Sí,No,1701.3,2024-03-23
PRJ-01981,18957.61,185,1,5,App Móvil,No,No,658.8,2024-03-23
PRJ-01982,65198.25,322,0,5,E-commerce,No,Sí,1499.6,2024-03-23
PRJ-01983,39364.02,50,8,1,Portal Web,Sí,Sí,951.0,2024-03-23
PRJ-01984,41222.67,190,4,9,E-commerce,Sí,No,1294.5,2024-03-23
PRJ-01985,15011.0,185,9,5,App Móvil,No,Sí,619.5,2024-03-23
PRJ-01986,11045.11,172,11,9,App Móvil,Sí,No,739.1,2024-03-23
PRJ-01987,59595.45,286,14,7,E-commerce,No,No,1655.8,2024-03-23
PRJ-01988,42234.59,136,3,5,Portal Web,Sí,No,1096.3,2024-03-23
PRJ-01989,37763.8,313,6,9,Sistema SaaS,Sí,No,1223.3,2024-03-23
PRJ-01990,59713.12,79,12,5,Sistema SaaS,No,No,1559.4,2024-03-23
PRJ-01991,62413.47,64,3,9,Portal Web,No,No,1676.5,2024-03-23
PRJ-01992,16918.11,253,10,5,App Móvil,Sí,No,703.5,2024-03-23
PRJ-01993,50766.89,185,14,1,E-commerce,No,No,1241.1,2024-03-24
PRJ-01994,15151.56,220,1,7,Sistema SaaS,No,Sí,625.7,2024-03-24
PRJ-01995,61353.13,213,8,5,Sistema SaaS,Sí,No,1534.6,2024-03-24
PRJ-01996,54271.64,266,7,5,E-commerce,Sí,Sí,1380.3,2024-03-24
PRJ-01997,76746.1,326,11,6,Sistema SaaS,Sí,Sí,1947.9,2024-03-24
PRJ-01998,10171.85,352,14,6,Sistema SaaS,Sí,Sí,642.8,2024-03-24
PRJ-01999,9279.1,333,3,7,App Móvil,Sí,No,541.6,2024-03-24
PRJ-02000,26164.03,87,7,8,Sistema SaaS,Sí,No,988.7,2024-03-24
PRJ-02001,24627.93,68,11,1,Sistema SaaS,Sí,No,668.2,2024-03-24
PRJ-02002,23523.41,270,12,3,App Móvil,Sí,Sí,783.7,2024-03-24
PRJ-02003,72969.09,54,8,6,Sistema SaaS,No,Sí,1775.3,2024-03-24
PRJ-02004,23715.96,345,14,1,App Móvil,No,Sí,654.4,2024-03-24
PRJ-02005,25396.23,146,1,5,E-commerce,Sí,Sí,790.2,2024-03-24
PRJ-02006,61954.87,269,3,5,Sistema SaaS,No,No,1490.2,2024-03-24
PRJ-02007,38730.49,204,10,9,Sistema SaaS,No,No,1307.0,2024-03-24
PRJ-02008,63253.29,257,5,2,Portal Web,No,Sí,1446.4,2024-03-24
PRJ-02009,9902.46,282,6,7,Portal Web,Sí,No,593.6,2024-03-24
PRJ-02010,41567.84,140,4,9,Portal Web,Sí,Sí,1307.2,2024-03-24
PRJ-02011,7521.02,270,9,8,App Móvil,Sí,Sí,633.8,2024-03-24
PRJ-02012,9698.99,253,11,1,Sistema SaaS,Sí,Sí,395.6,2024-03-24
PRJ-02013,72982.81,327,9,1,Sistema SaaS,Sí,No,1625.0,2024-03-24
PRJ-02014,15443.4,81,12,2,Portal Web,No,No,561.1,2024-03-24
PRJ-02015,44931.55,250,6,1,App Móvil,Sí,No,1001.1,2024-03-24
PRJ-02016,35832.17,333,13,8,Portal Web,Sí,No,1245.7,2024-03-24
PRJ-02017,31050.75,317,10,7,Sistema SaaS,No,No,1055.0,2024-03-25
PRJ-02018,72487.5,181,14,6,App Móvil,Sí,No,1885.6,2024-03-25
PRJ-02019,6636.75,147,3,2,Portal Web,Sí,Sí,216.8,2024-03-25
PRJ-02020,54784.23,308,7,9,Sistema SaaS,No,No,1574.1,2024-03-25
PRJ-02021,77254.58,164,2,1,Portal Web,No,No,1610.7,2024-03-25
