id_proyecto,presupuesto_estimado,deadline_dias,cantidad_bugs,numero_desarrolladores,tipo_servicio,infraestructura_nube_previa,renovacion_contrato,horas_hombre_invertidas,fecha_entrega
PRJ-00319,16732.78,245,7,5,E-commerce,Sí,No,655.4,2024-01-14
PRJ-00320,23768.22,94,1,9,App Móvil,No,Sí,929.0,2024-01-14
PRJ-00321,46192.0,37,3,2,Sistema SaaS,Sí,No,1049.5,2024-01-14
PRJ-00322,58594.69,330,5,9,Sistema SaaS,No,No,1622.8,2024-01-14
PRJ-00323,54514.8,361,11,8,Sistema SaaS,Sí,No,1599.7,2024-01-14
PRJ-00324,25995.04,105,10,9,App Móvil,No,No,1054.9,2024-01-14
PRJ-00325,76614.9,203,8,4,Sistema SaaS,Sí,Sí,1803.5,2024-01-14
PRJ-00326,60342.27,76,14,1,App Móvil,No,No,1432.0,2024-01-14
PRJ-00327,46576.55,44,7,1,E-commerce,No,Sí,1051.0,2024-01-14
PRJ-00328,50879.06,176,11,5,E-commerce,No,No,1361.3,2024-01-14
PRJ-00329,36470.0,55,14,2,E-commerce,No,Sí,939.9,2024-01-14
PRJ-00330,23579.82,337,7,8,Portal Web,Sí,No,907.4,2024-01-14
PRJ-00331,31697.95,122,6,5,App Móvil,Sí,No,886.9,2024-01-14
PRJ-00332,61838.46,261,13,5,Sistema SaaS,Sí,Sí,1601.8,2024-01-14
PRJ-00333,6079.51,50,12,2,Sistema SaaS,No,Sí,370.1,2024-01-14
PRJ-00334,13705.45,336,8,7,Sistema SaaS,No,Sí,647.5,2024-01-14
PRJ-00335,8450.2,67,14,8,Sistema SaaS,No,Sí,692.3,2024-01-14
PRJ-00336,8054.66,305,1,1,Portal Web,No,No,219.7,2024-01-14
PRJ-00337,69159.54,186,2,2,Sistema SaaS,No,Sí,1491.2,2024-01-15
PRJ-00338,57774.34,208,9,4,Portal Web,No,Sí,1431.5,2024-01-15
PRJ-00339,40563.04,161,7,5,App Móvil,Sí,Sí,1128.4,2024-01-15
PRJ-00340,12337.56,340,13,2,E-commerce,Sí,No,504.4,2024-01-15
PRJ-00341,41871.19,57,5,1,Sistema SaaS,Sí,No,942.5,2024-01-15
PRJ-00342,40510.38,289,9,9,E-commerce,Sí,No,1312.6,2024-01-15
PRJ-00343,17990.14,105,8,1,App Móvil,Sí,No,522.4,2024-01-15
PRJ-00344,37538.87,96,9,4,App Móvil,Sí,Sí,1006.0,2024-01-15
PRJ-00345,34887.86,223,3,2,Sistema SaaS,Sí,No,840.9,2024-01-15
PRJ-00346,51188.76,191,7,4,App Móvil,Sí,Sí,1298.3,2024-01-15
PRJ-00347,52632.02,286,9,8,E-commerce,No,No,1525.6,2024-01-15
PRJ-00348,8397.8,101,2,8,Sistema SaaS,No,Sí,551.7,2024-01-15
PRJ-00349,33095.95,116,2,9,Portal Web,No,Sí,1043.7,2024-01-15
PRJ-00350,51939.49,291,7,5,Sistema SaaS,No,Sí,1382.5,2024-01-15
PRJ-00351,42735.22,243,4,7,E-commerce,No,Sí,1238.7,2024-01-15
PRJ-00352,69236.74,182,2,3,Sistema SaaS,No,Sí,1519.7,2024-01-15
PRJ-00353,54402.02,239,9,4,Sistema SaaS,No,No,1395.0,2024-01-15
PRJ-00354,17220.08,90,10,9,E-commerce,Sí,Sí,874.1,2024-01-15
PRJ-00355,10292.66,297,0,1,Sistema SaaS,Sí,Sí,236.3,2024-01-15
PRJ-00356,53181.45,291,14,2,Sistema SaaS,No,Sí,1351.4,2024-01-15
PRJ-00357,6988.35,247,2,5,E-commerce,Sí,Sí,378.0,2024-01-15
PRJ-00358,48933.17,312,11,3,App Móvil,Sí,No,1279.6,2024-01-15
PRJ-00359,75517.27,165,8,2,E-commerce,Sí,No,1709.7,2024-01-15
PRJ-00360,48160.56,122,4,1,Sistema SaaS,Sí,Sí,1080.1,2024-01-15
PRJ-00361,34112.74,138,11,3,Portal Web,Sí,Sí,963.7,2024-01-16
PRJ-00362,53246.62,270,9,1,Portal Web,No,Sí,1231.3,2024-01-16
PRJ-00363,39368.97,171,14,1,E-commerce,Sí,Sí,1005.8,2024-01-16
PRJ-00364,45921.26,320,1,1,Portal Web,No,No,957.3,2024-01-16
PRJ-00365,75609.86,266,6,8,Sistema SaaS,No,No,1945.8,2024-01-16
PRJ-00366,33957.7,341,14,3,Sistema SaaS,No,Sí,1005.1,2024-01-16
PRJ-00367,77089.29,206,1,1,E-commerce,Sí,Sí,1616.8,2024-01-16
PRJ-00368,72901.3,170,3,7,Sistema SaaS,No,Sí,1821.6,2024-01-16
PRJ-00369,19684.34,218,11,3,App Móvil,No,Sí,608.3,2024-01-16
PRJ-00370,10202.1,78,6,8,Sistema SaaS,No,Sí,630.7,2024-01-16
PRJ-00371,12558.35,331,3,4,E-commerce,No,No,459.2,2024-01-16
PRJ-00372,6366.64,219,6,4,App Móvil,Sí,No,351.8,2024-01-16
PRJ-00373,12083.22,165,6,5,App Móvil,No,Sí,561.3,2024-01-16
PRJ-00374,56225.51,72,0,6,Portal Web,No,No,1343.9,2024-01-16
PRJ-00375,10339.15,119,5,7,Sistema SaaS,No,No,602.7,2024-01-16
PRJ-00376,28923.17,324,8,4,E-commerce,No,No,887.7,2024-01-16
PRJ-00377,68365.65,274,1,8,Portal Web,Sí,Sí,1734.1,2024-01-16
PRJ-00378,6745.4,221,13,6,Portal Web,No,No,559.0,2024-01-16
PRJ-00379,66085.14,347,2,1,Sistema SaaS,No,No,1414.9,2024-01-16
PRJ-00380,26139.11,135,9,1,Sistema SaaS,No,Sí,656.7,2024-01-16
PRJ-00381,13862.36,339,4,9,E-commerce,No,No,746.8,2024-01-16
PRJ-00382,57255.29,262,8,6,Portal Web,No,Sí,1488.2,2024-01-16
PRJ-00383,52170.71,294,3,8,E-commerce,No,No,1409.0,2024-01-16
PRJ-00384,70810.4,66,0,7,Portal Web,Sí,Sí,1738.6,2024-01-16
PRJ-00385,60130.33,334,3,6,Portal Web,No,Sí,1507.9,2024-01-17
PRJ-00386,65261.07,70,5,4,Portal Web,Sí,No,1502.2,2024-01-17
PRJ-00387,26152.59,46,4,7,Sistema SaaS,Sí,No,921.4,2024-01-17
PRJ-00388,18307.97,306,13,9,Portal Web,No,Sí,916.8,2024-01-17
PRJ-00389,61296.11,336,12,7,Portal Web,Sí,Sí,1697.7,2024-01-17
PRJ-00390,65512.61,88,0,1,Portal Web,No,No,1395.4,2024-01-17
PRJ-00391,79287.89,212,3,9,App Móvil,Sí,No,2032.9,2024-01-17
PRJ-00392,35946.33,70,5,4,Sistema SaaS,No,No,990.8,2024-01-17
PRJ-00393,32901.36,68,12,3,App Móvil,Sí,No,915.5,2024-01-17
PRJ-00394,63230.97,221,14,4,Sistema SaaS,Sí,Sí,1648.1,2024-01-17
PRJ-00395,30560.27,296,9,4,E-commerce,No,Sí,878.6,2024-01-17
PRJ-00396,74806.8,176,9,2,App Móvil,Sí,Sí,1679.9,2024-01-17
PRJ-00397,69380.96,362,13,1,E-commerce,Sí,No,1552.3,2024-01-17
PRJ-00398,37174.55,156,3,1,Portal Web,Sí,No,831.2,2024-01-17
PRJ-00399,61315.33,75,14,8,E-commerce,Sí,Sí,1770.1,2024-01-17
PRJ-00400,61590.72,74,13,2,E-commerce,Sí,Sí,1497.0,2024-01-17
PRJ-00401,12734.29,30,8,5,E-commerce,No,Sí,539.9,2024-01-17
PRJ-00402,72691.47,197,4,4,E-commerce,Sí,Sí,1691.2,2024-01-17
PRJ-00403,42893.93,137,7,8,Sistema SaaS,Sí,Sí,1312.2,2024-01-17
PRJ-00404,66984.31,48,8,2,App Móvil,No,Sí,1541.1,2024-01-17
PRJ-00405,29003.72,361,9,9,Sistema SaaS,No,No,1073.8,2024-01-17
PRJ-00406,72164.24,101,4,7,Sistema SaaS,No,Sí,1743.7,2024-01-17
PRJ-00407,34190.13,138,5,7,Sistema SaaS,Sí,Sí,1076.5,2024-01-17
PRJ-00408,5812.82,297,0,1,E-commerce,Sí,Sí,157.6,2024-01-17
PRJ-00409,72903.65,269,10,2,Sistema SaaS,Sí,Sí,1675.1,2024-01-18
PRJ-00410,11846.5,330,11,4,App Móvil,Sí,Sí,546.6,2024-01-18
PRJ-00411,28948.52,119,14,4,Sistema SaaS,No,Sí,932.8,2024-01-18
PRJ-00412,76254.65,132,6,3,Portal Web,No,Sí,1750.5,2024-01-18
PRJ-00413,76295.54,279,3,7,E-commerce,Sí,No,1830.5,2024-01-18
PRJ-00414,48007.84,37,10,8,Portal Web,Sí,Sí,1468.7,2024-01-18
PRJ-00415,52387.79,182,1,2,App Móvil,Sí,No,1145.2,2024-01-18
PRJ-00416,38633.41,203,4,4,App Móvil,Sí,No,1041.3,2024-01-18
PRJ-00417,26990.81,187,11,3,App Móvil,No,No,795.3,2024-01-18
PRJ-00418,29649.84,244,2,2,App Móvil,No,Sí,690.0,2024-01-18
PRJ-00419,55438.88,206,5,6,Sistema SaaS,Sí,Sí,1435.1,2024-01-18
PRJ-00420,61428.09,204,7,4,E-commerce,No,Sí,1505.1,2024-01-18
PRJ-00421,64368.43,175,6,6,App Móvil,Sí,Sí,1622.5,2024-01-18
PRJ-00422,64221.36,353,2,2,Portal Web,Sí,Sí,1412.7,2024-01-18
PRJ-00423,11840.46,190,7,4,App Móvil,No,Sí,491.1,2024-01-18
PRJ-00424,42081.52,156,1,6,E-commerce,Sí,Sí,1124.5,2024-01-18
PRJ-00425,9316.91,111,9,5,Portal Web,No,Sí,575.3,2024-01-18
PRJ-00426,46214.67,176,8,3,Portal Web,Sí,Sí,1164.2,2024-01-18
PRJ-00427,38114.79,268,3,8,Portal Web,No,Sí,1169.2,2024-01-18
PRJ-00428,71577.81,113,0,7,Sistema SaaS,Sí,No,1709.7,2024-01-18
PRJ-00429,31318.63,142,7,3,App Móvil,No,Sí,879.2,2024-01-18
PRJ-00430,13780.03,254,6,6,Sistema SaaS,Sí,Sí,644.3,2024-01-18
PRJ-00431,15724.38,361,10,4,Portal Web,Sí,Sí,596.6,2024-01-18
PRJ-00432,62113.3,272,12,5,Sistema SaaS,No,No,1637.4,2024-01-18
PRJ-00433,51366.35,172,4,5,Sistema SaaS,Sí,Sí,1308.6,2024-01-19
PRJ-00434,12584.2,70,9,7,Sistema SaaS,No,Sí,675.8,2024-01-19
PRJ-00435,11308.01,287,12,5,App Móvil,No,No,627.4,2024-01-19
PRJ-00436,57572.68,314,4,3,Portal Web,Sí,Sí,1321.6,2024-01-19
PRJ-00437,10457.23,134,6,5,Portal Web,Sí,No,488.1,2024-01-19
PRJ-00438,66639.5,231,4,7,App Móvil,Sí,No,1701.0,2024-01-19
PRJ-00439,57968.17,336,7,5,Sistema SaaS,Sí,No,1481.6,2024-01-19
PRJ-00440,11101.16,360,10,5,Sistema SaaS,No,No,591.2,2024-01-19
PRJ-00441,11362.83,295,12,9,E-commerce,Sí,Sí,772.5,2024-01-19
PRJ-00442,78997.97,239,5,3,E-commerce,Sí,No,1753.7,2024-01-19
PRJ-00443,33070.31,80,12,6,E-commerce,Sí,No,1138.6,2024-01-19
PRJ-00444,32798.16,147,4,1,App Móvil,No,Sí,721.8,2024-01-19
PRJ-00445,65959.97,230,8,5,Portal Web,Sí,Sí,1641.6,2024-01-19
PRJ-00446,76043.64,68,10,8,E-commerce,No,Sí,2020.4,2024-01-19
PRJ-00447,78950.08,57,1,5,Portal Web,Sí,No,1844.8,2024-01-19
PRJ-00448,61503.36,288,0,9,Portal Web,No,Sí,1620.9,2024-01-19
PRJ-00449,33219.47,113,7,6,Portal Web,Sí,No,971.5,2024-01-19
PRJ-00450,11262.55,184,11,8,App Móvil,Sí,No,702.5,2024-01-19
PRJ-00451,63286.02,146,2,8,App Móvil,No,Sí,1671.3,2024-01-19
PRJ-00452,46880.32,31,13,3,App Móvil,Sí,Sí,1244.5,2024-01-19
PRJ-00453,36816.65,122,10,7,App Móvil,Sí,Sí,1188.1,2024-01-19
PRJ-00454,72976.58,195,11,7,E-commerce,Sí,Sí,1924.3,2024-01-19
PRJ-00455,13339.81,325,11,6,Sistema SaaS,No,Sí,702.3,2024-01-19
PRJ-00456,41946.88,287,11,7,Sistema SaaS,Sí,Sí,1266.5,2024-01-19
PRJ-00457,5851.52,110,6,2,Sistema SaaS,No,No,249.1,2024-01-20
PRJ-00458,40149.55,297,9,9,E-commerce,No,No,1325.3,2024-01-20
PRJ-00459,9222.75,264,12,1,Sistema SaaS,No,Sí,347.2,2024-01-20
PRJ-00460,13911.34,350,10,1,E-commerce,Sí,No,411.7,2024-01-20
PRJ-00461,13814.47,340,7,3,E-commerce,No,No,525.9,2024-01-20
PRJ-00462,53690.77,330,14,3,E-commerce,No,No,1383.1,2024-01-20
PRJ-00463,60953.37,242,12,1,Sistema SaaS,Sí,No,1408.8,2024-01-20
PRJ-00464,48752.66,91,12,7,Portal Web,No,No,1435.3,2024-01-20
PRJ-00465,77162.94,78,5,4,Sistema SaaS,No,No,1780.6,2024-01-20
PRJ-00466,33115.29,156,11,2,Sistema SaaS,Sí,Sí,914.7,2024-01-20
PRJ-00467,26428.41,252,9,5,App Móvil,Sí,Sí,823.7,2024-01-20
PRJ-00468,70144.93,308,13,6,E-commerce,No,Sí,1790.0,2024-01-20
PRJ-00469,21769.69,323,8,9,Portal Web,Sí,No,913.0,2024-01-20
PRJ-00470,77241.69,313,6,4,App Móvil,Sí,Sí,1804.1,2024-01-20
PRJ-00471,5911.59,306,14,2,Portal Web,Sí,Sí,421.4,2024-01-20
PRJ-00472,77740.91,136,9,5,Portal Web,No,Sí,1909.5,2024-01-20
PRJ-00473,8236.99,175,4,3,E-commerce,No,No,362.6,2024-01-20
PRJ-00474,71835.73,128,7,2,Sistema SaaS,Sí,Sí,1608.7,2024-01-20
PRJ-00475,44577.58,102,14,1,E-commerce,No,No,1071.2,2024-01-20
PRJ-00476,79472.36,151,1,2,E-commerce,Sí,Sí,1704.3,2024-01-20
PRJ-00477,10534.74,59,6,6,App Móvil,Sí,Sí,603.3,2024-01-20
PRJ-00478,46539.07,217,14,8,E-commerce,Sí,Sí,1452.8,2024-01-20
PRJ-00479,77697.69,317,3,3,Sistema SaaS,Sí,No,1710.9,2024-01-20
PRJ-00480,44232.34,224,8,9,Portal Web,Sí,No,1379.8,2024-01-20
PRJ-00481,52204.9,185,11,9,E-commerce,No,No,1596.1,2024-01-21
PRJ-00482,57181.15,201,0,2,Portal Web,No,No,1236.4,2024-01-21
PRJ-00483,39090.58,364,6,8,E-commerce,No,No,1236.6,2024-01-21
PRJ-00484,52066.86,70,5,5,Portal Web,No,Sí,1325.5,2024-01-21
PRJ-00485,48823.57,92,7,4,E-commerce,Sí,Sí,1234.4,2024-01-21
PRJ-00486,72586.85,52,4,5,App Móvil,Sí,No,1730.5,2024-01-21
PRJ-00487,8408.48,104,14,4,Portal Web,No,No,502.7,2024-01-21
PRJ-00488,26072.24,77,0,8,E-commerce,No,Sí,925.0,2024-01-21
PRJ-00489,76280.86,189,0,4,E-commerce,Sí,No,1726.2,2024-01-21
PRJ-00490,71769.78,342,8,6,App Móvil,Sí,Sí,1773.9,2024-01-21
PRJ-00491,39174.26,147,14,2,App Móvil,Sí,No,1022.8,2024-01-21
PRJ-00492,51509.94,129,9,5,App Móvil,No,Sí,1377.3,2024-01-21
PRJ-00493,25803.59,196,5,6,Portal Web,Sí,No,850.7,2024-01-21
PRJ-00494,19109.09,319,9,5,Portal Web,Sí,No,722.7,2024-01-21
PRJ-00495,39777.38,185,4,2,App Móvil,No,Sí,928.7,2024-01-21
PRJ-00496,31501.42,36,14,7,Sistema SaaS,No,Sí,1124.4,2024-01-21
PRJ-00497,48774.21,225,0,4,Sistema SaaS,No,No,1151.3,2024-01-21
PRJ-00498,10830.1,85,5,8,E-commerce,Sí,No,650.7,2024-01-21
PRJ-00499,78079.61,350,5,7,Sistema SaaS,Sí,Sí,1955.9,2024-01-21
PRJ-00500,78965.81,222,2,7,E-commerce,No,No,1958.5,2024-01-21
PRJ-00501,57362.13,76,12,9,Portal Web,Sí,Sí,1683.4,2024-01-21
PRJ-00502,45207.23,177,7,1,Portal Web,Sí,Sí,1032.9,2024-01-21
PRJ-00503,28214.57,304,13,6,Sistema SaaS,Sí,No,959.8,2024-01-21
PRJ-00504,66034.63,186,14,6,Portal Web,No,Sí,1804.3,2024-01-21
PRJ-00505,56354.84,231,0,6,App Móvil,No,Sí,1347.7,2024-01-22
PRJ-00506,17196.27,155,0,6,App Móvil,Sí,No,656.0,2024-01-22
PRJ-00507,73319.54,334,5,7,Sistema SaaS,Sí,Sí,1843.7,2024-01-22
PRJ-00508,66690.29,323,9,6,Sistema SaaS,Sí,Sí,1722.3,2024-01-22
PRJ-00509,76234.99,93,12,1,E-commerce,Sí,Sí,1709.6,2024-01-22
PRJ-00510,59428.96,354,0,3,Portal Web,No,Sí,1324.4,2024-01-22
PRJ-00511,51006.14,205,5,2,E-commerce,No,No,1184.8,2024-01-22
PRJ-00512,36368.23,145,0,6,E-commerce,Sí,Sí,956.4,2024-01-22
PRJ-00513,74954.64,233,13,8,App Móvil,Sí,No,1998.8,2024-01-22
PRJ-00514,69954.79,350,12,3,App Móvil,No,Sí,1657.0,2024-01-22
PRJ-00515,8391.4,60,5,8,App Móvil,Sí,No,599.0,2024-01-22
PRJ-00516,6977.52,142,2,8,App Móvil,No,Sí,523.7,2024-01-22
PRJ-00517,33234.75,354,13,5,E-commerce,Sí,No,1061.1,2024-01-22
PRJ-00518,65791.5,96,13,8,App Móvil,No,Sí,1835.9,2024-01-22
PRJ-00519,79045.71,104,14,6,Portal Web,Sí,Sí,2045.4,2024-01-22
PRJ-00520,16281.27,74,7,5,App Móvil,Sí,Sí,616.1,2024-01-22
PRJ-00521,49559.8,289,12,9,App Móvil,No,Sí,1541.6,2024-01-22
PRJ-00522,33566.81,183,14,7,App Móvil,No,No,1182.1,2024-01-22
PRJ-00523,77743.58,184,5,8,Sistema SaaS,Sí,No,1997.6,2024-01-22
PRJ-00524,68158.92,263,12,1,Portal Web,Sí,Sí,1515.2,2024-01-22
PRJ-00525,67874.65,80,10,2,Portal Web,No,No,1542.0,2024-01-22
PRJ-00526,40151.99,335,12,8,E-commerce,No,Sí,1305.0,2024-01-22
PRJ-00527,36111.46,291,0,9,E-commerce,Sí,Sí,1121.4,2024-01-22
PRJ-00528,25505.53,344,14,4,App Móvil,Sí,No,856.5,2024-01-22
PRJ-00529,9228.16,154,4,9,Sistema SaaS,No,No,657.5,2024-01-23
PRJ-00530,69854.18,274,7,4,E-commerce,No,No,1668.3,2024-01-23
PRJ-00531,65967.58,59,2,9,E-commerce,No,Sí,1757.0,2024-01-23
PRJ-00532,79978.83,151,11,7,App Móvil,No,Sí,2063.3,2024-01-23
PRJ-00533,79747.76,154,5,2,App Móvil,No,No,1771.8,2024-01-23
PRJ-00534,46657.38,66,4,9,E-commerce,Sí,Sí,1309.7,2024-01-23
PRJ-00535,62674.06,199,5,4,E-commerce,Sí,No,1483.8,2024-01-23
PRJ-00536,75857.43,153,9,8,Portal Web,No,No,1963.1,2024-01-23
PRJ-00537,68723.55,64,0,7,Sistema SaaS,Sí,No,1701.4,2024-01-23
PRJ-00538,23551.11,116,6,7,Portal Web,Sí,No,846.5,2024-01-23
PRJ-00539,38790.81,163,8,8,E-commerce,No,No,1233.7,2024-01-23
PRJ-00540,14686.96,225,1,1,Portal Web,Sí,No,372.0,2024-01-23
PRJ-00541,76553.83,303,9,5,Portal Web,Sí,Sí,1849.0,2024-01-23
PRJ-00542,50463.1,230,14,2,E-commerce,Sí,Sí,1276.3,2024-01-23
PRJ-00543,22148.21,314,4,2,App Móvil,No,No,619.8,2024-01-23
PRJ-00544,55377.55,106,9,1,E-commerce,No,No,1281.3,2024-01-23
PRJ-00545,51359.62,88,3,5,App Móvil,Sí,No,1248.5,2024-01-23
PRJ-00546,31862.2,155,5,2,E-commerce,Sí,Sí,780.0,2024-01-23
PRJ-00547,13516.82,138,5,4,E-commerce,Sí,No,519.2,2024-01-23
PRJ-00548,55367.99,253,10,3,E-commerce,Sí,No,1376.2,2024-01-23
PRJ-00549,44023.08,307,1,3,Sistema SaaS,Sí,No,1021.2,2024-01-23
PRJ-00550,62923.88,97,1,2,App Móvil,Sí,Sí,1344.5,2024-01-23
PRJ-00551,44012.26,98,3,6,Sistema SaaS,No,No,1187.9,2024-01-23
PRJ-00552,68913.61,194,0,2,E-commerce,Sí,Sí,1441.1,2024-01-23
PRJ-00553,46393.01,334,8,8,Portal Web,Sí,Sí,1411.4,2024-01-24
PRJ-00554,47070.35,191,13,8,Sistema SaaS,No,No,1504.1,2024-01-24
PRJ-00555,70749.02,338,13,5,App Móvil,Sí,Sí,1805.8,2024-01-24
PRJ-00556,35261.21,71,12,7,E-commerce,Sí,Sí,1158.4,2024-01-24
PRJ-00557,15051.14,138,6,4,Sistema SaaS,Sí,Sí,576.5,2024-01-24
PRJ-00558,7158.7,80,11,1,Portal Web,Sí,No,339.5,2024-01-24
PRJ-00559,61635.29,279,6,2,Sistema SaaS,No,Sí,1387.8,2024-01-24
PRJ-00560,51523.22,50,14,4,App Móvil,Sí,No,1377.3,2024-01-24
PRJ-00561,57805.98,329,2,1,Sistema SaaS,No,No,1209.9,2024-01-24
PRJ-00562,20972.31,168,14,8,Portal Web,Sí,No,951.6,2024-01-24
PRJ-00563,15227.86,353,10,9,Portal Web,Sí,Sí,837.0,2024-01-24
PRJ-00564,6090.85,121,14,4,App Móvil,No,No,450.3,2024-01-24
PRJ-00565,31294.07,309,11,3,Portal Web,Sí,Sí,866.0,2024-01-24
PRJ-00566,49243.83,154,2,2,E-commerce,No,Sí,1065.7,2024-01-24
PRJ-00567,34418.3,140,0,5,Portal Web,No,Sí,923.8,2024-01-24
PRJ-00568,37810.62,168,2,3,E-commerce,No,Sí,914.9,2024-01-24
PRJ-00569,72811.9,302,2,7,Sistema SaaS,Sí,No,1793.1,2024-01-24
PRJ-00570,31119.16,128,3,6,E-commerce,Sí,No,940.0,2024-01-24
PRJ-00571,43549.21,281,3,1,E-commerce,Sí,Sí,929.5,2024-01-24
PRJ-00572,63773.98,133,2,8,Sistema SaaS,Sí,No,1632.7,2024-01-24
PRJ-00573,34740.71,243,9,2,Portal Web,No,No,898.8,2024-01-24
PRJ-00574,51656.5,278,11,5,E-commerce,Sí,No,1346.9,2024-01-24
PRJ-00575,69677.28,181,7,9,Portal Web,Sí,Sí,1876.1,2024-01-24
PRJ-00576,76214.05,279,7,8,Sistema SaaS,No,No,2029.9,2024-01-24
PRJ-00577,16030.51,304,12,2,App Móvil,No,Sí,520.9,2024-01-25
PRJ-00578,74494.07,194,12,9,Portal Web,Sí,No,2028.1,2024-01-25
PRJ-00579,41908.72,37,0,5,Portal Web,No,Sí,1010.1,2024-01-25
PRJ-00580,24368.33,313,6,6,App Móvil,No,Sí,823.5,2024-01-25
PRJ-00581,39435.18,34,10,3,App Móvil,No,Sí,1092.9,2024-01-25
PRJ-00582,78502.44,174,1,3,Sistema SaaS,No,No,1728.7,2024-01-25
PRJ-00583,41946.36,130,0,8,Portal Web,No,Sí,1183.6,2024-01-25
PRJ-00584,29656.37,193,2,2,Portal Web,Sí,No,761.7,2024-01-25
PRJ-00585,52505.06,176,3,2,Sistema SaaS,Sí,Sí,1132.5,2024-01-25
PRJ-00586,23010.92,93,12,5,Portal Web,Sí,No,840.6,2024-01-25
PRJ-00587,10689.75,120,5,6,E-commerce,Sí,Sí,545.4,2024-01-25
PRJ-00588,14665.98,146,9,2,E-commerce,Sí,No,485.1,2024-01-25
PRJ-00589,14603.44,296,13,5,E-commerce,Sí,Sí,693.2,2024-01-25
PRJ-00590,16392.7,339,4,7,Portal Web,Sí,Sí,661.3,2024-01-25
PRJ-00591,15412.04,202,14,8,E-commerce,No,Sí,844.1,2024-01-25
PRJ-00592,53065.61,76,14,7,E-commerce,Sí,No,1549.0,2024-01-25
PRJ-00593,18641.01,169,13,8,Sistema SaaS,Sí,Sí,867.0,2024-01-25
PRJ-00594,30925.05,275,3,9,Sistema SaaS,Sí,Sí,1108.3,2024-01-25
PRJ-00595,72259.13,178,7,5,App Móvil,No,Sí,1749.6,2024-01-25
PRJ-00596,40547.12,275,10,5,App Móvil,Sí,Sí,1152.5,2024-01-25
PRJ-00597,55066.83,34,11,4,App Móvil,Sí,No,1387.6,2024-01-25
PRJ-00598,17923.99,213,13,9,App Móvil,No,Sí,915.4,2024-01-25
PRJ-00599,19421.68,49,3,5,Sistema SaaS,Sí,Sí,707.8,2024-01-25
PRJ-00600,8065.15,75,12,2,Sistema SaaS,Sí,No,389.0,2024-01-25
PRJ-00601,17670.13,41,9,8,Sistema SaaS,No,No,834.4,2024-01-26
PRJ-00602,25894.28,99,11,7,E-commerce,Sí,No,988.6,2024-01-26
PRJ-00603,18275.79,46,12,8,E-commerce,No,Sí,865.0,2024-01-26
PRJ-00604,11652.69,176,1,3,App Móvil,Sí,No,369.8,2024-01-26
PRJ-00605,14047.69,183,14,4,E-commerce,Sí,No,640.8,2024-01-26
PRJ-00606,39558.41,333,2,5,Portal Web,Sí,No,1034.1,2024-01-26
PRJ-00607,20475.03,137,5,6,Sistema SaaS,No,Sí,731.2,2024-01-26
PRJ-00608,32320.24,265,7,1,App Móvil,No,Sí,798.9,2024-01-26
PRJ-00609,42756.3,337,7,4,App Móvil,No,Sí,1117.4,2024-01-26
PRJ-00610,56779.61,99,14,5,Portal Web,Sí,No,1558.9,2024-01-26
PRJ-00611,7948.41,212,10,7,E-commerce,Sí,Sí,591.7,2024-01-26
PRJ-00612,64955.78,279,14,5,App Móvil,No,No,1659.2,2024-01-26
PRJ-00613,52092.53,257,8,1,E-commerce,No,No,1097.2,2024-01-26
PRJ-00614,11131.93,131,6,7,E-commerce,Sí,No,563.7,2024-01-26
PRJ-00615,70518.4,104,12,8,Portal Web,Sí,Sí,1872.7,2024-01-26
PRJ-00616,74065.43,245,1,7,App Móvil,Sí,No,1815.0,2024-01-26
PRJ-00617,9580.85,232,7,4,E-commerce,Sí,No,431.3,2024-01-26
PRJ-00618,25765.82,221,6,8,E-commerce,No,Sí,898.0,2024-01-26
PRJ-00619,65465.1,278,7,5,Portal Web,Sí,No,1615.0,2024-01-26
PRJ-00620,61119.48,271,11,9,Portal Web,Sí,No,1732.3,2024-01-26
PRJ-00621,18839.08,208,2,5,E-commerce,Sí,No,637.4,2024-01-26
PRJ-00622,20701.2,248,6,1,Portal Web,Sí,Sí,542.0,2024-01-26
PRJ-00623,32785.41,111,9,9,E-commerce,Sí,No,1182.3,2024-01-26
PRJ-00624,41339.22,121,12,5,App Móvil,Sí,Sí,1131.8,2024-01-26
PRJ-00625,51369.11,204,8,6,Sistema SaaS,Sí,Sí,1394.5,2024-01-27
PRJ-00626,32668.52,268,2,4,Portal Web,No,No,854.3,2024-01-27
PRJ-00627,39690.1,289,13,6,Sistema SaaS,No,No,1189.3,2024-01-27
PRJ-00628,61060.32,192,9,8,E-commerce,No,No,1635.8,2024-01-27
PRJ-00629,7751.24,77,5,3,E-commerce,Sí,No,347.3,2024-01-27
PRJ-00630,23932.77,358,1,5,E-commerce,No,Sí,742.3,2024-01-27
PRJ-00631,58501.22,357,1,2,Sistema SaaS,Sí,Sí,1207.5,2024-01-27
PRJ-00632,72140.51,145,4,2,E-commerce,Sí,No,1560.0,2024-01-27
PRJ-00633,43375.81,254,4,7,Portal Web,Sí,Sí,1233.8,2024-01-27
PRJ-00634,44908.51,357,12,6,App Móvil,Sí,No,1340.3,2024-01-27
PRJ-00635,13037.9,176,6,4,App Móvil,No,No,504.9,2024-01-27
PRJ-00636,38555.93,92,11,5,Portal Web,Sí,No,1176.4,2024-01-27
PRJ-00637,44946.29,323,1,1,App Móvil,Sí,No,911.0,2024-01-27
